county_fips,in.county,county_name,state_name,county_state_name
16079,G1600790,Shoshone County,Idaho,"Shoshone County, Idaho"
16081,G1600810,Teton County,Idaho,"Teton County, Idaho"
16083,G1600830,Twin Falls County,Idaho,"Twin Falls County, Idaho"
16085,G1600850,Valley County,Idaho,"Valley County, Idaho"
16087,G1600870,Washington County,Idaho,"Washington County, Idaho"
17001,G1700010,Adams County,Illinois,"Adams County, Illinois"
17003,G1700030,Alexander County,Illinois,"Alexander County, Illinois"
17005,G1700050,Bond County,Illinois,"Bond County, Illinois"
17007,G1700070,Boone County,Illinois,"Boone County, Illinois"
17009,G1700090,Brown County,Illinois,"Brown County, Illinois"
17011,G1700110,Bureau County,Illinois,"Bureau County, Illinois"
17013,G1700130,Calhoun County,Illinois,"Calhoun County, Illinois"
17015,G1700150,Carroll County,Illinois,"Carroll County, Illinois"
17017,G1700170,Cass County,Illinois,"Cass County, Illinois"
17019,G1700190,Champaign County,Illinois,"Champaign County, Illinois"
17021,G1700210,Christian County,Illinois,"Christian County, Illinois"
17023,G1700230,Clark County,Illinois,"Clark County, Illinois"
17025,G1700250,Clay County,Illinois,"Clay County, Illinois"
17027,G1700270,Clinton County,Illinois,"Clinton County, Illinois"
17029,G1700290,Coles County,Illinois,"Coles County, Illinois"
17031,G1700310,Cook County,Illinois,"Cook County, Illinois"
17033,G1700330,Crawford County,Illinois,"Crawford County, Illinois"
17035,G1700350,Cumberland County,Illinois,"Cumberland County, Illinois"
17037,G1700370,DeKalb County,Illinois,"DeKalb County, Illinois"
17039,G1700390,De Witt County,Illinois,"De Witt County, Illinois"
17041,G1700410,Douglas County,Illinois,"Douglas County, Illinois"
17043,G1700430,DuPage County,Illinois,"DuPage County, Illinois"
17045,G1700450,Edgar County,Illinois,"Edgar County, Illinois"
17047,G1700470,Edwards County,Illinois,"Edwards County, Illinois"
17049,G1700490,Effingham County,Illinois,"Effingham County, Illinois"
17051,G1700510,Fayette County,Illinois,"Fayette County, Illinois"
17053,G1700530,Ford County,Illinois,"Ford County, Illinois"
17055,G1700550,Franklin County,Illinois,"Franklin County, Illinois"
17057,G1700570,Fulton County,Illinois,"Fulton County, Illinois"
17059,G1700590,Gallatin County,Illinois,"Gallatin County, Illinois"
17061,G1700610,Greene County,Illinois,"Greene County, Illinois"
17063,G1700630,Grundy County,Illinois,"Grundy County, Illinois"
17065,G1700650,Hamilton County,Illinois,"Hamilton County, Illinois"
17067,G1700670,Hancock County,Illinois,"Hancock County, Illinois"
17069,G1700690,Hardin County,Illinois,"Hardin County, Illinois"
17071,G1700710,Henderson County,Illinois,"Henderson County, Illinois"
17073,G1700730,Henry County,Illinois,"Henry County, Illinois"
17075,G1700750,Iroquois County,Illinois,"Iroquois County, Illinois"
17077,G1700770,Jackson County,Illinois,"Jackson County, Illinois"
17079,G1700790,Jasper County,Illinois,"Jasper County, Illinois"
17081,G1700810,Jefferson County,Illinois,"Jefferson County, Illinois"
17083,G1700830,Jersey County,Illinois,"Jersey County, Illinois"
17085,G1700850,Jo Daviess County,Illinois,"Jo Daviess County, Illinois"
17087,G1700870,Johnson County,Illinois,"Johnson County, Illinois"
17089,G1700890,Kane County,Illinois,"Kane County, Illinois"
17091,G1700910,Kankakee County,Illinois,"Kankakee County, Illinois"
17093,G1700930,Kendall County,Illinois,"Kendall County, Illinois"
17095,G1700950,Knox County,Illinois,"Knox County, Illinois"
17097,G1700970,Lake County,Illinois,"Lake County, Illinois"
17099,G1700990,La Salle County,Illinois,"La Salle County, Illinois"
17101,G1701010,Lawrence County,Illinois,"Lawrence County, Illinois"
17103,G1701030,Lee County,Illinois,"Lee County, Illinois"
17105,G1701050,Livingston County,Illinois,"Livingston County, Illinois"
17107,G1701070,Logan County,Illinois,"Logan County, Illinois"
17109,G1701090,McDonough County,Illinois,"McDonough County, Illinois"
17111,G1701110,McHenry County,Illinois,"McHenry County, Illinois"
17113,G1701130,McLean County,Illinois,"McLean County, Illinois"
17115,G1701150,Macon County,Illinois,"Macon County, Illinois"
17117,G1701170,Macoupin County,Illinois,"Macoupin County, Illinois"
17119,G1701190,Madison County,Illinois,"Madison County, Illinois"
17121,G1701210,Marion County,Illinois,"Marion County, Illinois"
17123,G1701230,Marshall County,Illinois,"Marshall County, Illinois"
17125,G1701250,Mason County,Illinois,"Mason County, Illinois"
17127,G1701270,Massac County,Illinois,"Massac County, Illinois"
17129,G1701290,Menard County,Illinois,"Menard County, Illinois"
17131,G1701310,Mercer County,Illinois,"Mercer County, Illinois"
17133,G1701330,Monroe County,Illinois,"Monroe County, Illinois"
17135,G1701350,Montgomery County,Illinois,"Montgomery County, Illinois"
17137,G1701370,Morgan County,Illinois,"Morgan County, Illinois"
17139,G1701390,Moultrie County,Illinois,"Moultrie County, Illinois"
17141,G1701410,Ogle County,Illinois,"Ogle County, Illinois"
17143,G1701430,Peoria County,Illinois,"Peoria County, Illinois"
17145,G1701450,Perry County,Illinois,"Perry County, Illinois"
17147,G1701470,Piatt County,Illinois,"Piatt County, Illinois"
17149,G1701490,Pike County,Illinois,"Pike County, Illinois"
17151,G1701510,Pope County,Illinois,"Pope County, Illinois"
17153,G1701530,Pulaski County,Illinois,"Pulaski County, Illinois"
17155,G1701550,Putnam County,Illinois,"Putnam County, Illinois"
17157,G1701570,Randolph County,Illinois,"Randolph County, Illinois"
17159,G1701590,Richland County,Illinois,"Richland County, Illinois"
17161,G1701610,Rock Island County,Illinois,"Rock Island County, Illinois"
17163,G1701630,St. Clair County,Illinois,"St. Clair County, Illinois"
17165,G1701650,Saline County,Illinois,"Saline County, Illinois"
17167,G1701670,Sangamon County,Illinois,"Sangamon County, Illinois"
17169,G1701690,Schuyler County,Illinois,"Schuyler County, Illinois"
